,comment,length,label_id
8145,شارژ بی سیم (که یک تکنولوژی تازه محسوب نمیشود و آن را در لومیا ۹۲۰ نوکیا هم دیده بودیم) خلاصه من iphone ۴s که محصول یک سال پیش شرکت اپل است را به محصول چند روز پیش گوگل و الجی ترجیح میدهم!,44.0,negative
1468,امیدوارم لحظه‌های خوبتون رو با این دوربین ثبت کنید.,10.0,positive
8680,تبلت خوبیه اما اگه یه کم بیشتر بودجه داشته باشین برین گلکسی ۱۰ رو بگیرین خیلی بهتره,17.0,positive
7598,گوشی خوب و خیلی بزرگ نهایت ۴٫۷ هستش به نظر من.,12.0,positive
2466,نسبت به قیمتش خوب است.,6.0,positive
3558,پلاستیک ماتی که ما xbox ۳۶۰ را با آن می‌شناختیم؛ اکنون دیگر وجود ندارد و به جای آن پلاستیکی با جلای بالا و براق را مشاهده می‌کنیم که یک پیشرفت خیلی مهم از لحاظ ظاهری و زیبایی برای xbox ۳۶۰ slim را باعث شده.,46.0,positive
7766,۳- سخت افزار و نرم افزار روش کاملا مچ هستند.,11.0,positive
7492,برای خرید این پرینتر شک نکنید.,7.0,positive
8912,سلام خدمت همه دوستان من این دوربینو بعد از کلی تحقیق و آزمایش مدل‌های هم رده امروز (۱۴-۱۲-۹۱) گرفتم، واقعا تحسین بر انگیزه باید حتما با عکس چند مدل دیگه مقایسه بشه تا بفهمی از لحاظ عکاسی چقدر معرکه است، تصویربرداریش حرفی واسه گفتن نمی‌ذاره,53.0,positive
6359,این دوربین مجهز به نمایشگر ۳ اینچی ۴۶۱۰۰۰ نقطه‌ای است که سایز و کیفیت خیلی مناسبی دارد.,18.0,positive
7908,دو کلید هم به صورت مجزا در پایین تاچ پد قرار دارند و بسیار خوب ساخته شده‌اند.,18.0,positive
8509,محیط کار با دوربین در این گوشی کاملا مبتدیانه و با حداقل امکانات می‌باشد.,15.0,negative
7143,سلام به نظر من کیفیت صفحه‌نمایش این گوشی عالیه و اندازه‌اش هم مناسبه و با یه دست راحت میشه باهاش کار کرد,22.0,positive
3943,هرچند که عکس‌ها کیفیت بدی ندارند، ولی انتظار زیادی هم از این دوربین به عنوان یک دوربین عکاسی نباید داشته باشید.,22.0,negative
5403,هرچند که کیفیت آن هنوز کمتر از یک دوربین dslr است ولی در کلاس خود عملکردی مثال زدنی دارد.,20.0,positive
2601,از طرفی فیلم‌های گرفته شده با دوربین این گوشی در کیفیت hd ۷۲۰p با سرعت ۳۰ فریم بر ثانیه بسیار روان هستند و کیفیت قابل قبولی دارد.,29.0,positive
4818,مرورگری اینترنت نیز در این گوشی با سرعت بالا انجام خواهد پذیرفت.,12.0,positive
6360,"اما نکته‌ی خیلی خوب درباره‌ی این دوربین، پیچ تنظیم مودهای عکاسی آن است که در قسمت بالا قرار گرفته و از آن طریق می‌توانید مودهای مختلف از مود عکاسی تمام اتوماتیک ia یا خودکار هوشمند گرفته تا مودهای دستی p,a,s,m را انتخاب کنید.",45.0,positive
400,لپ تاپی بسیار خوب!,5.0,positive
6952,• جمع بندیایسوس با این ایده، تحول جالبی را در دنیای گوشی‌ها و تبلت‌ها ایجاد نمود.,18.0,positive
8508,با این حال این سیستم عامل کلیه نیاز‌های اولیه کاربران را پاسخگو می‌باشد.,14.0,positive
6077,من الان حدود یک سال که این دوربین را دارم و به نظر من این دوربین از کیفیت عالی بر خوردار است و در باره‌ی فلش pgr-up این دوربین باید بگویم میتوانید آن را وقتی بالا آمد به داخل فشار دهید تا بسته شود.,44.0,positive
3340,به نظر ما بهترین گوشی آندرویدی است که تا به حال دیده‌ایم و برای هر قشری می‌تواند کاملا کاربردی و کارآمد باشد.,23.0,positive
8043,در ضمن سیستم لرزش‌گیر این کیت لنز جدید پیشرفته‌تر از ۱۸-۵۵ is قدیمی است که احتمالا باید کارآمدی بیشتری داشته باشد.,23.0,positive
1414,تمام نوت‌بوک‌های سری x مجهز به بلندگوهای قدرتمند ساخت کمپانی altec lansing می‌باشند تا صدایی قدرتمند را تولید کنند.,20.0,positive
5818,من این گوشی و چند روزیه خریدم، فوق العاده عالیه حتما بهتون پیشنهاد میکنم بخریدش,16.0,positive
2255,واقعا دوربین عالی هست.,5.0,positive
5846,تو این قیمت گوشی خوبیه، وزن کمی داره و بطور کلی با توجه به قیمت مناسبترین گوشی دوسیمکارته موجود در بازاره با تشکر از دیجی کالا این گوشی در زمان کمتر از ۲۴ ساعت به دستم رسید,38.0,positive
2782,عدم وجود فیلتر هوا و کنترل مناسب برای میکروفون.,10.0,negative
3391,من خودم خیلی رو خرید گوشی حساس هستم اما واقعا s۲ هیچ چی کم نداره.,16.0,positive
7501,من حدود یک سال و نیمه که دارم و خیلی ازش راضیم.,13.0,positive
8324,اگه صفحه ۳٫۵ اینچ داشت خیلی بهتر بود.,9.0,negative
5078,اگه بشه میخوام تابستون یکی بگیرم,6.0,positive
924,• سخت افزار از نظر سخت افزاری این تبلت بی نقص به نظر می‌رسد.,15.0,positive
9133,حقیقتا زمانی که آن دوربین معرفی شد توانایی زوم ۴۲ برابر مقدار بسیار زیادی بود به طوری که آن را بالاتر از هر دوربین هم رده‌ی دیگری قرار می‌داد.,30.0,positive
8184,من دوربینو تازه خریدم خیلی خیلی ازش راضیم,8.0,positive
7356,سلام این گوشی بهترین چیزش اینه که از اندروید ۴ پشتیبانی میکنه و نیاز به آپدیت نداره صفحه نمایش این گوشی از نوع tft اما با موتور bravia این صفحه نمایش کیفیت نسبتا خوبی داره.,36.0,positive
2778,نقاط قوت: قابلیت‌های تنظیم بالا برای ویدیو.,9.0,positive
6882,اپل قول داده که باتری این گوشی در حالی که به شبکه‌ی ۳g وصل باشد می‌تواند تا ۸ ساعت شارژدهی کند که این حدود ۱ ساعت بیشتر از نسخه‌ی پیشین است.,32.0,positive
4156,با توجه به اینکه سی پی یو از نوع krait هستش مطمئنا فوق العادست.,15.0,positive
4293,پیشتر و در نقد و بررسی صفحه نمایش گوشی‌های ساخت اپل با تراکم پیکسلی ۳۲۶ppi، از واژه شگفت انگیز استفاده نمودیم.,24.0,positive
7194,باتری لیتیوم-یونی ۱۲۰۰ میلی آمپری این گوشی نسبت به سایر گوشی‌های اندرویدی، شارژ‌دهی خوبی داشته و شما می‌توانید نزدیک به ۱۷ ساعت به طور متوالی به موسیقی گوش کنید که میزان بسیار خوبیست.,35.0,positive
8257,چون توی سری جدید این مشکل رفع شده.,9.0,positive
779,من هدفون beats دارم که وقتی به این ipod وصل کردم فقط میتونم بگم عالی!,16.0,positive
6373,با سلام من ۱ ماه که این گوشی و گرفتم ولی خیلی راضی نیستم دوربینش زوم نداره - حافظه‌ی در دست کاربر خیلی خیلی پایینه به نظر من تو این رنج قیمت xperia sola خیلی بهتره,36.0,negative
188,و به نظر من بدترین ضعف گوشی شکاف hdmi و usb گوشیه که اگه زیاد مجبور به شارژ و استفاده از پورت هاش باشید مطمئنا خسته تون می‌کنه,28.0,negative
3733,عمل pinch too zoom که با دو انگشت صورت می‌گیرد، کاملا بدون خطاست.,15.0,positive
55,همچنین این دوربین توانایی عکاسی پیاپی با سرعت ۸ فریم بر ثانیه در رزولوشن کامل را نیز دارد.,19.0,positive
5390,این لنز در فاصله‌ی کانونی ۲۴ میلی‌متر بسیار واید می‌باشد و به راحتی می‌تواند میدان دید بسیار گسترده‌ای را پوشش دهد تا به راحتی بتوانید در یک کادر عکس یک چشم‌انداز گسترده‌ی طبیعی را بگیرید.,36.0,positive
1584,در ابتدا بابت این باتری کاملا نا امید شدیم، اما بعد از تست‌های انجام شده شاهد بودیم که این تبلت قادر بود تا ۸ ساعت ممتد ویدئو پخش نماید که برای تبلت‌های ۱۰ اینچی کاملا نرمال است.,39.0,positive
8228,با سلام بی نظیره دو ماه باهاش کار کردم از نظر من تنها عیبش نداشتن شیار کارت حافظه است و بس.,22.0,positive
5295,خوشبختانه یا بدبختانه فعلا کسی نتونسته بازی‌های psp رو کرک کنه به همین دلیل بازی هایش بسیار در ایران گران هستند.,22.0,negative
3712,رنگ مشکی کاملا عمیق است.,6.0,positive
8195,بدون اغراق نیکون کولپیکس p۵۱۰ درحال حاضر بهترین دوربین کامپکت دنیا است.,14.0,positive
3745,و از نظر دوربین و فیلمبرداری هیچ تغییری نسبت به مدل قبلی نداشته است.,14.0,negative
4242,چون پردازنده ۴ هسته‌ای اون تا ۲٫۵ گیگاهرتز و رم اون هم ddr۳ هستش و usb ۳ داره.,19.0,positive
8424,خلاصه کنم اگه واقعا دوس دارید از یک گوشی کاملا حرفه‌ای و با امکانات و در سایز جمع و جورتر و کوچک و قیمت خیلی مناسب استفاده کنید حتما بخریدش چون پشیمون نمیشید,33.0,positive
3367,کیفتش super amoled plus نیست.,6.0,negative
1825,تنها عیبی که داره..,6.0,negative
3303,کیفیت دید از زاویه هم بهترین است.,8.0,positive
7654,فقط در قسمت عکاسی پاناروما زنده کیفیت خیلی پایینی داره ولی در کل من از عکاسی باهاش مخصوصا در شب لذت میبرم,22.0,positive
1301,واقعا که گوشیه بی نقصیه.,6.0,positive
2561,با سلام خدمت همه دوستان عزیزم من این تلویزیون رو از دیجی کالا گرفتم که در کمتر از ۲۴ ساعت برای من پست شد و این واقعا عالیه اما برگردیم به خود تلویزیون: کیفیت عالی تصویری شفاف و بی‌نظیر که از هر زاویه‌ای نگاه کنید کیفیت اون کم و زیاد نمیشه و این واقعا جالبه قابلیت سه بعدی این تلویزیون در هیچ مارک دیگه‌ای وجود نداره من شخصا تصویر این پلاسما رو با پلاسمای ال جی مقایسه کردم واقعا پلاسمای سامسونگ یک سر و گردن بهتر از پلاسمای ال جی بود نکته دیگه‌ای که باید به اون اشاره کنم صدای این تلویزیون بسیار با کیفیت و بلنده و اینکه خدمات‌دهی عالی سامسونگ رو هم به همه اینها اضافه کنیم در کنار قیمت مناسب، عملا این پلاسما تبدیل به یک خرید عالی و مناسب میشه.,137.0,positive
1233,با تمام نقد هایی که تا کنون میان گوشی‌های اندرویدی و ای ا اس شده و تبلیغات زیادی که برای گوشی‌های چهار هسته‌ای میشه ولی باز ایفون ۵ خودشو ثابت کرد و با این که گفته میشه سی پی یو دو هسته‌ای داره صفحه نمایش ۴ اینچی با تراکم پیکسلی ۳۲۶ppi (رتینا) نسخه ۶ از سیستم عامل ios دوربین ۸ مگاپیکسلی بسیار با کیفیت و توانایی فیلم برداری با کیفیت full hdدوربین مکالمه تصویری ۱٫۲ مگاپیکسلی بهترین عملکرد سخت افزاری در بین گوشی‌های هوشمند تا به این زمان ابعاد و وزن شگفت انگیز جنس بسیار با کیفیت بدنه کیفیت مکالمه فوق العاده پشتیبانی از ۴gصفحه نمایش ضد خش با پوشش مقاوم در برابر اثر انگشت بهره گیری از سیستم هوشمند سخنگوی siri عملکرد خوب باتری نمونه هایی از نقاط قوت این گوشی در کنار نقاط دیگر هستند,140.0,positive
9277,گوشی بسیار زیبا و کارائی است من خریدم والان این نظرو با اون نوشتم وسند کردم.,17.0,positive
8172,یکی از ایرادات اصلی وارد شده به مدل قبلی نکسوس یعنی galaxy nexus، کیفیت پایین دوربین ۵ مگاپیکسلی آن بود.,22.0,negative
4926,در نقد و بررسی hx۱۰۰v عنوان کرده بودیم که نداشتن کفشک فلاش اکسترنال برای آن یک نقطه‌ی ضعف محسوب می‌شود.,22.0,negative
1551,فقط اگه لوازم جانبی بتونین براش بیارین واقعا عالی میشه,10.0,positive
8896,فیلم برداریش عالیه و کیفیت عکسش هم راضیتون میکنه.,10.0,positive
5168,ضخامت آن نیز معادل ۱۰٫۴ میلی‌متر است که این وزن و ضخامت، fonepad را در رده تبلت معروف هفت اینچی google nexus ۷ قرار می‌دهد.,28.0,positive
7627,در قلب این دوربین سنسور تصویر ۲۰ مگاپیکسلی bsi-cmos قرار گرفته است.,12.0,positive
7447,یه ساله خریدم خیلی ضعیف است بازی هم که چی بگم هیچ کدوم رو باز نمیکنه,16.0,negative
2377,شاید کار ساده‌ای به نظر بیاد اما فوق‌العاده من و دوستمو خوشحال کرد.,14.0,positive
4890,این نسخه به لطف وجود پروژه کره، بسیار روان‌تر شده است که لذت کار کردن با آن را بیش از پیش می‌نماید.,23.0,positive
9501,برای جمع بندی باید بگوییم که کار کردن با این دستگاه ساده است.,14.0,positive
4987,از نقاط قوت اصلی صفحه نمایش این لپ‌تاپ‌ها می‌توان به روکش ضد بازتاب آن اشاره آن کرد که به کاربران این امکان را می‌دهد که بتوانند با لپ‌تاپ خود به راحتی در فضاهای پر نور و یا در زیر تابش مستقیم نور آفتاب کار کنند.,46.0,positive
8104,با تجربه استفاده ۳ ماهه باید بگم که باتری ۲۱۰۰ میلی آمپری بسیار کم به نظر می‌رسه و در بعضی موارد در اجرای بازی‌های ۳ بعدی و استفاده از wifi مجبورید به شارژ بیش از یک بار برای هر روز وصل کنید.,43.0,negative
3213,با هر مرتبه شارژ کردن باتری این گوشی، قادر خواهید بود حدود ۵ ساعت مکالمه ممتد و یا تا ۴۷۰ ساعت در حالت آماده به کار از گوشی استفاده نمایید.,31.0,positive
241,با استفاده از پورت و کابل hdmi نیز می‌توانید دوربین را به تلویزیون‌های دیجیتال وصل کنید تا با کیفیت خیلی بالا تصاویر را شاهد باشید.,26.0,positive
8458,پلاستیک ماتی که ما xbox ۳۶۰ را با آن می‌شناختیم؛ اکنون دیگر وجود ندارد و به جای آن پلاستیکی با جلای بالا و براق را مشاهده می‌کنیم که یک پیشرفت خیلی مهم از لحاظ ظاهری و زیبایی برای xbox ۳۶۰ slim را باعث شده.,46.0,positive
8625,تصاویر آن نیز کیفیت خوبی دارند.,7.0,positive
6178,قابلیت‌های خوب: ارگونومی خوب - وزن سبک - اندروید ۴ - بهترین گوشی ۲ سیمکارته موجود اگه زیاد با این گوشی game بازی کنید گرم میشه که ۵ دقیقه‌ای خنک میشه اگه کار نکنید نقاط ضعف: اگه برنامه‌های در حال اجرا زیاد باشه هنگ میکنه که این رو میشه حل کرد و اینکه برنامه‌ها و بازی موجود در رم داخلی رو به رم ای که خریدید انتقال بدید و اینکه زبان فارسی نداره میتونید با یک فارسی ساز دانلود کنید در کل با توجه به پولی که میدید گوشیه خوبیه,92.0,positive
2149,در مقایسه با نوکیا ۵۰۰ هم سرعتش فوق‌العاده بالاتره هم wlan سرعت خیلی بالاتر و گیرنده‌ی قویتری داره و هم برنامه هایی که اون به خاطر سیستم اندروید میگره خب خیلی خیلی بیشتره.,34.0,positive
6060,من ۶ ماهه که این دوربین رو دارم فوق العادست و فیلم برداری کاملا با کیفیتی داره زوم ۱۴ تو عکسهایی که میخوام بگیرم خیلی به کیفیت تصویر با زووم کمک میکنه در کل خرید این دوربین شما رو صاحب عکسها و فیلمهای با کیفیت و ماندگار میکنه,48.0,positive
6498,انصافا ios سیستم ساده و راحت و فوق العاده ایه، من خودم باهاش کار کردم، حسی که تو دست گرفتن آیفون بهت میده رو با هیچ گوشی دیگه‌ای نمیتونی تجربه کنی، ابعادش و راحتی استفادش فوق العادست، من خودم one x دارم، فکر نمیکردم کیفیت صفحش از گوشی خودم بالاتر باشه ولی خودمونیم صفحه آیفون یه چیز دیگست!,64.0,positive
282,جمع بندی یکی از معایب گوشی‌های ویندوز فون ۸ نوکیا یعنی لومیا ۹۲۰ و ۸۲۰، قیمت بالای آن‌ها بود که امکان خریدشان را از بسیاری از کاربران سلب نموده بود.,31.0,negative
6599,وزن کم اخه کی واسه وزن کم پول میده.,10.0,negative
2023,به نظر من خریدن htc one x plus ارزشش بیشتره چون سخت افزاره قوی‌تری داره,15.0,positive
1879,بازخورد کلیدها بسیار خوب بوده و تایپ کردن با آن بسیار لذت بخش است.,15.0,positive
3155,من الان ۱ هفتست این گوشی رو خریدم خوب شاید نوت ۲ بهتر باشه اما باید تفاوت قیمت رو هم در نظر بگیریم کلا گوشی خیلی خوبیه با اینکه بزرگه اما بر خلاف نظر دوستان صحبت کردن باهاش راحته، کیفیت صدای مکالمش عالیه، دوربینش خوبه، کیفیت ال سیدیش هم خوبه اما عیب‌هاش اینه: عدم وجود شکاف برای قرار گیری قلم، پشتیبانی ضعیف ال جی، باطری ضعیف اما کلا گوشی خوبیه فوق‌العاده روان و سریع هستش و تمام بازی هارو بدون لگ بالا میاره، البته طراحی زیباشو نباید نادیده گرفت من که ازش راضیم,100.0,positive
9110,چیز زیادی برای گفتن درباره‌ی آن وجود ندارد به جز اینکه امکان خوبی بوده است و می‌توانید بهترین تجربه‌ی خواندن کتاب‌های الکترونیکی را با آن داشته باشید.,26.0,positive
72,این وضعیت تا ایزو ۸۰۰ به مراتب بدتر می‌گردد.,10.0,negative
972,مورد دیگری که در طراحی iphone ۵ شما را شگفت زده خواهد کرد وزن آن است.,16.0,positive
5027,در ایزو ۸۰۰ اوضاع بدتر می‌گردد.,7.0,negative
1814,از دیجی کالا هم نهایت تشکر رو دارم که بهترین قیمت‌ها رو داره.,14.0,positive
1359,اپل با وجود سیستم عامل عالی اش همیشه خوب بوده نه عالی، پردازنده جدیدش بحث برانگیزه، اما اپل در این مدل جدید نو آوری چندانی نداشته و به وضوح سیر نزولی این شرکت پس از مدلهای ۴ اس و ۵ را میشه دید و می‌توان این نزول را از نبود استیو جابز افسانه‌ای دانست.,57.0,negative
4080,اما این بار فوجی فیلم شاهکاری دیگر را خلق کرده است که قطعا در ces ۲۰۱۱ یکی از بهترین‌ها بود.,20.0,positive
6621,apple بهترین شرکت برای تمام محصولات در خرید گوشی جدید اپل شک نکنید,13.0,positive
4903,برای اونایی که گوشی‌های بزرگ رو دوست دارن، بهترین گوشیه!,12.0,positive
8814,این هارد ضد‌ضریه و ضد‌آب نیست و سرعت انتقال داده ۱۰۷ و ۱۰۹ که adata داره رو نداره!,19.0,negative
6078,gps روی این دوربین واقعا عالیه,6.0,positive
990,بر طبق اعلام این سایت، فرکانس پردازنده آیفون ۵ حداکثر ۱٫۲ghz می‌باشد که به همراه ۱ گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع powervr sgx ۵۴۳mp و سه هسته‌ای تولید گشته است.,38.0,positive
6573,با تشکر از سایت عالی digikala,6.0,positive
5585,اگه تراکم صفحه تبلتش هم بالا بود تو خریدش شک نمیکردم ولی حالا اگه گوشیش به صورت جدا فروخته بشه میخرم، واقعا سخت افزارش غوله!,27.0,positive
4916,اما مودهای عکاسی hx۲۰۰v هم بسیار متنوع هستند.,11.0,positive
3434,به هر صورت همانند دیگر دوربین‌های سونی سایبرشات، hx۱۰v هم کاملا خوش ساخت و خوش دست می‌باشد و با توجه به دستگیره‌ی نسبتا خوبی که بر روی آن قرار گرفته، ارگونومی بسیار عالی را ارائه می‌دهد که تا حدودی از ارگونومی رقبا در دیگر برندها بهتر می‌باشد.,52.0,positive
3389,ازش راضی هستم..,5.0,positive
7975,بعلاوه‌ی اینکه عکاسی پیاپی آن نیز با سرعت ۵٫۵ فریم بر ثانیه از ۴٫۵ فریم بر ثانیه‌ی ۶d برتر است.,21.0,positive
97,دوربین واقعا عالی ای هست.,6.0,positive
265,دوربین خوب و فوق العاده اقتصادی,6.0,positive
7435,در ضمن مصرف انرژی g۵۸۵ نیز بسیار پایین است و باتری ۴۸ وات ساعتی آن می‌تواند با یک بار شارژ کامل تا چهار ساعت به طور مداوم ویدیو پخش کند.,32.0,positive
821,صفحه نمایش این لپ‌تاپ واقعا یک نوآوری و یک جهش بزرگ در صفحات نمایش لپ‌تاپ‌ها محسوب می‌شود و به هیچ وجه قابل مقایسه با صفحات نمایش لپ‌تاپ‌های دیگر موجود در بازار مثل لپ‌تاپ‌های asus، acer، hp و یا dell نیست.,43.0,positive
8761,تاچ‌پد n۴۳sm با سایزی استاندارد ساخته شده و از نظر طراحی و عملکرد مشکل خاصی در آن به نظر نمی‌رسد.,23.0,positive
3805,من به تازگی این هارد رو تهیه کردم واقعا از نظر کوچک بودن و ظرافت حرف نداره از نظر سرعت و امنیت هم خیلی خوب هست و تا حالا همچین هاردی نخریده بودم که اینقدر منو راضی کنه اونقدر کوچیکه که اگه بزاری تو جیب معلوم نیست خیلی باحاله ممنون دی جی کالا,52.0,positive
6622,"خدایی بگم, قیمتشم هر چی باشه ارزش داره دیگه محصول اپل و کلاس کاری خودش..",17.0,positive
485,همچنین نسخه ۴٫۰ رابط کاربری زیبای htc یعنی sense نیز در کنار رابط کاربری استاندارد اندروید خودنمایی می‌کند و تجربه‌ای لذت بخشی را به کاربر می‌دهد.,27.0,positive
5683,من چون قصد خرید یه سوپرزومه عالی رو دارم خیلی در مورد این دوربین تحقیق کردم کیفیت عکس‌های گرفته شده خیلی خوبه حتی بهتر از یه دوربین ۱۲ مگاپیکسلی در مورد سرعت لنز هم فکر نمی‌کنم سرعتش کم باشه آخه تو یه سایت خارجی زده بود تا ۱۳ عکس در ثانیه میگیره نمایشگر هم که مشکلش حل شده.,58.0,positive
160,دوربینشم متوسطه ولی بدم نیست.,6.0,positive
132,که کاملا اشتباه میکنند من حدود ۳ هفته است که آپدیت کردم هم مشکل وای فای رفع شد هم منو و کیفیت ویجت‌ها و wallpaper‌ها بالا‌تر رفت!,28.0,positive
80,سلام خدمت همه علاقمندان به عکاسی خوب من مدل f۵۰۰ این دوربین رو داشتم که بعد از کلی تحقیق با توجه به قیمت مناسبش خریداری کردم البته این مدل با مدل قبلی هیچ تفاوتی نداره کیفت عکسهای تو نور روز تا حدی می‌تونه راضی کننده باشه کیفیت فیلم برداریش اصلا خوب نیست صدای زوم لنز خیلی آزار دهنده هست کیفیت بدنه هم اصلا جالب نیست ولی خوب برای ثبت لحظه‌های آماتوری تو نور روز میشه گفت خوبه تو این رنج قیمت,82.0,positive
9188,همه چی تمومه هم قیافه هم سخت افزار,8.0,positive
6350,این همه گشتم تو این رنج قیمت بهترینه حتما تو اولین فرصت می‌خرمش,13.0,positive
6652,در ضمن، با توجه به تجربه موفق iphone ۴s، عملکرد iphone ۵ نیز در زیر نور آفتاب و در زوایای مختلف هیچ گونه کاهشی ندارد.,28.0,positive
6939,بر روی این صفحه کلید یک کلید جدید voice input وجود دارد که به محض فشردن آن می‌توانید صحبت کنید تا گوشی صحبت‌های شما را به صورت نوشته درآورد.,30.0,positive
2471,اپل در نسل جدید ipod touch نیز، همانند گوشی iphone ۵، به جای استفاده از درگاه ۳۰ پینی قدیمی، از درگاه ۸ پینی lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت ipod touch نیز همانند iphone ۵ بسیار باریک گردد.,46.0,positive
1095,این گوشی فوق العاده اس شگفت انگیز و باور نکردنی چرا که وقتی شما اون تو دستاتون میگیرید میفهمید که پولتون رو دور نریختین و مطمئن باشید که تمام نیاز‌های شما را برطرف میکنه حتی بعضی موقع‌ها باعث میشه که مدت‌ها پشت لپ تاپ و کامپیوتر هم نشینید چرا تمام کار‌های مربوط به خودشو میتونین با خودش انجام بدین و به چیز دیگه‌ای نیاز ندارید و اکثر نیاز‌های روز مره مثل چک کردن ایمیل اکانت‌های مختلف تون رو میتونید باهاش انجام بدید حتی بعضی از کار‌های تخصصی‌تر هم میتونید با اون انجام بدید!,94.0,positive
5744,۳-یکم قیمتش زیاده ولی مطمئن باشین اگه بتونین بخرین ارزششو خواهد داشت.,12.0,positive
8068,در کل ۶۰۰d را می‌توان همان ۶۰d کوچک شده دانست چرا که بسیاری از ویژگی‌های آن از جمله نمایشگر چرخنده و ویژگی‌های کاربر دوستانه را به ارث برده است.,31.0,positive
1799,سخت افزارش هم خیلی خوب شده و سنسوراش خیلی خیلی بهتر عمل میکنن.,14.0,positive
6238,و واقعا هم بهترین هست تو این رنج قیمت.,10.0,positive
1189,ولی در کل تغییرات در جهت بهتر شدن و بهبود عملکرد بوده و این همان چیزیست که همه انتظار داشتند.,21.0,positive
688,کیفیت این صفحه‌ی نمایش در مقایسه با superamoled‌ها، چندان چشم گیر نیست اما با این قیمت، عملکرد آن کاملا مناسب ارزیابی می‌گردد.,25.0,positive
